"timestamp","happy1","ID","tutorial","travel","direction","born","sports","aware","morning_drink","breakfast","sleep","siblings","siblings_number","pets","beer","coffee","Pineapple_Pizza","Pinky","OS","hand","energy","shoes","phone","Apartment_Size","rooms","apps","countries","CB","Food_Money","season","Drink_Coffee","height","bother","happy2","tutorial_batch","time","major","morning_drink2"
2025-04-08 12:35:52.183,7,"görli42","Tutorial 1 (C12.107)",2.5,"SW",430,1,"awake","tea","yes",7,"yes",1,0,4,3,"No",6,"Microsoft",15,7,5,15,51,3,25,26,"yes",280,"Spring","sugar_milk",170,5,7,2025,12.15,"UWI","tea"
2025-04-08 12:35:52.764,6,"wyndh12","Tutorial 3 (C14.201)",2,"NW",48,5,"awake","coffee","no",9,"yes",1,2,4,3,"do_not_mind",8,"Apple",23,4,3,15,42,0,20,35,"yes",370,"Summer","milk",188,5,5,2025,12.15,"UWI","coffee"
2025-04-08 12:36:02.791,5,"blank41","Tutorial 3 (C14.201)",7,"NE",485,1,"awake","water","no",7,"yes",1,15,3,4,"No",6.5,"Microsoft",19.5,6,5,16,90,2,196,10,"yes",40,"Summer","sugar_milk",174,7,5,2025,12.15,"UWI","water"
2025-04-08 12:36:03.384,3,"suchl14","Tutorial 1 (C12.107)",3.1,"N",285,2,"awake","tea","yes",8,"yes",1,0,3,2,"do_not_mind",6,"Microsoft",20,6,10,13,61,0,55,11,"No",190,"Summer","sugar_milk",173,8,5,2025,12.15,"UWI","tea"
2025-04-08 12:36:04.335,8,"paul-g37","Tutorial 3 (C14.201)",0.5,"N",393,2,"awake","tea","yes",8,"yes",1,3,2,2,"do_not_mind",5.5,"Microsoft",17.5,6,4,16,57,1,144,10,"yes",200,"Spring","Other",169,8,8,2025,12.15,"UWI","tea"
2025-04-08 12:36:12.936,7,"haupt30","Tutorial 1 (C12.107)",2,"N",650,4,"awake","green_tea","yes",9,"yes",3,10,4,4,"do_not_mind",6,"Microsoft",19.6,8,8,7.3,12,4,174,12,"No",350,"Spring","milk",176,6,7,2025,12.15,"UWI","tea"
2025-04-08 12:36:46.466,6,"seged1","Tutorial 1 (C12.107)",2,"E",1828,3,"awake","orange_juice","no",7,"yes",1,3,4,4,"No",6,"Microsoft",19.5,7,4,17,40,2,40,18,"yes",70,"Fall","milk",167,6,7,2025,12.15,"UWI","other"
2025-04-08 12:36:51.98,6,"there12","Tutorial 1 (C12.107)",1,"S",300,1,"tired","coffee","yes",8,"no",0,1,3,4,"No",6,"Microsoft",21,7,2,14,70,4,96,22,"No",200,"Summer","milk",168,7,6,2025,12.15,"UWI","coffee"
2025-04-08 12:37:01.009,8,"duven10","Tutorial 3 (C14.201)",2,"NW",50,2,"awake","tea_or_water","yes",7,"yes",1,1,2,2,"do_not_mind",6,"Microsoft",15,8,6,10,50,1,40,15,"yes",200,"Fall","milk",177,3,6,2025,12.15,"UWI","tea"
2025-04-08 12:37:05.849,7,"zumwi","Tutorial 1 (C12.107)",6,"NE",122,8,"awake","coffee","yes",6,"yes",1,0,3,1,"No",6,"Microsoft",20,8,5,17,16,4,282,25,"yes",200,"Summer","milk",186,9,9,2025,12.15,"UWI","coffee"
2025-04-08 12:37:19.025,4,"bruck39","Tutorial 3 (C14.201)",3.5,"SW",55,1,"drowsy","tea","yes",7,"yes",1,1,5,5,"No",7,"Microsoft",14,6,6,16,140,4,18,22,"No",200,"Summer","Other",180,4,4,2025,12.15,"UWI","tea"
2025-04-08 12:37:20.719,6,"b1","Tutorial 1 (C12.107)",2,"SE",50,4,"awake","water","yes",8,"no",0,0,3,3,"do_not_mind",5,"Microsoft",19,7,8,16.5,120,3,203,21,"yes",150,"Spring","milk",169,6,6,2025,12.15,"UWI","water"
2025-04-08 12:37:21.4,7,"annef12","Tutorial 1 (C12.107)",3.7,"N",69,3.5,"awake","water","yes",8,"no",0,4,3,3,"do_not_mind",6.3,"Apple",19,7,18,13,27,0,52,5,"No",60,"Summer","milk",173,6,7,2025,12.15,"UWI","water"
2025-04-08 12:37:48.039,6,"sachs10","Tutorial 3 (C14.201)",1.7,"E",200,2,"tired","smoothie","yes",8,"yes",1,1,1,1,"Yes",6.7,"Apple",20,3,6,15,45,1,24,15,"No",200,"Winter","milk",174,7,5,2025,12.15,"UWI","other"
2025-04-08 12:37:59.205,1,"lohee24","Tutorial 3 (C14.201)",27,"NE",60,5,"awake","water","yes",6,"yes",2,8,3,4,"do_not_mind",6,"Microsoft",19,5,4,16,15,1,46,8,"yes",400,"Summer","milk",167,4,2,2025,12.15,"UWI","water"
2025-04-08 12:37:59.931,4,"sauer54","Tutorial 3 (C14.201)",2.1,"W",57,1.5,"tired","energie","no",6,"yes",1,11,1,1,"do_not_mind",5.9,"Microsoft",14.4,3,14,16.9,130,1,87,3,"No",190,"Winter","sugar_milk",165,9,3,2025,12.15,"UWI","other"
2025-04-08 12:38:01.867,6,"oster17","Tutorial 1 (C12.107)",2.1,"NW",68,3,"awake","coffee","yes",9,"yes",1,6,2,2,"Yes",5,"Microsoft",15,5,3,14,42,1,19,9,"yes",200,"Spring","sugar_milk",172,8,6,2025,12.15,"UWI","coffee"
2025-04-08 12:38:10.321,5,"wulfs113","Tutorial 1 (C12.107)",2,"NW",573,6,"awake","water","yes",9,"yes",2,3,2,2,"No",7,"Apple",20,5,3,16,25,1,40,14,"yes",200,"Summer","Other",184,6,5,2025,12.15,"UWI","water"
2025-04-08 12:38:24.05,9,"torna22","Tutorial 3 (C14.201)",0.3,"SW",144,2,"awake","coffee","yes",9,"yes",1,2,2,3,"Yes",6,"Microsoft",18.3,6,6,15,80,3,47,13,"yes",250,"Spring","milk",169,7,8,2025,12.15,"UWI","coffee"
2025-04-08 12:38:29.276,6,"marms1","Tutorial 3 (C14.201)",40,"NW",50,6,"awake","tee","yes",8,"yes",1,2,2,1,"Yes",7,"Microsoft",20,7,2,16,15010,3,100,12,"yes",190,"Spring","Other",186,1,7,2025,12.15,"UWI","tea"
2025-04-08 12:38:39.8,7,"mozar39","Tutorial 1 (C12.107)",3.1,"N",884,1,"awake","matcha","yes",8,"yes",2,5,2,3,"do_not_mind",5,"Microsoft",20,6,4,16,55,2,55,7,"yes",250,"Spring","sugar_milk",178,4,7,2025,12.15,"UWI","tea"
2025-04-08 12:38:47.295,7,"bonho3","Tutorial 1 (C12.107)",1,"S",408,5,"awake","coffee","yes",8,"yes",1,2,1,2,"do_not_mind",6,"Both",20,7,10,15,18,0,73,7,"yes",240,"Spring","milk",175,7,9,2025,12.15,"UWI","coffee"
2025-04-08 12:38:47.835,7,"merge1","Tutorial 3 (C14.201)",40,"SE",39,4,"tired","juice","yes",6,"no",0,10,3,3,"Yes",6,"Both",20,6,6,16,54,0,20,15,"yes",150,"Summer","milk",178,4,7,2025,12.15,"UWI","other"
2025-04-08 12:39:01.783,6,"aufde22","Tutorial 3 (C14.201)",1.5,"N",70,3,"awake","tea","yes",8,"yes",2,0,3,3,"Yes",6,"Microsoft",19.5,6,5,17,100,3,53,10,"No",180,"Summer","milk",166,4,6,2025,12.15,"UWI","tea"
2025-04-08 12:39:06.371,7,"schne20","Tutorial 3 (C14.201)",0.5,"W",108,3.5,"awake","coffee","yes",7,"yes",1,0,3,3,"No",6,"Apple",19,7,8,15,200,1,57,12,"yes",300,"Summer","milk",176,5,7,2025,12.15,"UWI","coffee"
2025-04-08 12:39:32.238,6,"gusta31","Tutorial 2 (C7.019)",3.5,"SE",100,6,"drowsy","coffee","yes",7,"yes",3,1,2,2,"Yes",7,"Apple",20,7,6,16.95,82,2,40,7,"yes",170,"Summer","milk",182,7,7,2025,12.15,"UWI","coffee"
2025-04-08 12:40:17.065,4,"bunde39","Tutorial 3 (C14.201)",2,"N",360,6,"drowsy","coffee","yes",8,"yes",2,7,4,4,"No",6,"Both",15,6,5,15,80,4,30,9,"No",80,"Fall","milk",168,7,6,2025,12.15,"UWI","coffee"
2025-04-08 12:40:23.989,4,"alste117","Tutorial 2 (C7.019)",2,"N",230,1,"tired","tea","yes",7,"yes",2,1,1,1,"Yes",6,"Apple",19,5,8,5.8,100,3,17,5,"No",400,"Spring","black",196,6,5,2025,12.15,"UWI","tea"
2025-04-08 12:40:24.544,6,"wecke15","Tutorial 3 (C14.201)",0.2,"NE",800,1,"awake","coffee","yes",8,"no",0,4,3,3,"Yes",4.5,"Neither",14,8,4,17,250,8,100,15,"yes",300,"Spring","milk",170,8,7,2025,12.15,"UWI","coffee"
2025-04-08 12:40:26.901,8,"görli3","Tutorial 3 (C14.201)",0.1,"NW",120,0,"awake","sparkling_water","yes",8,"yes",2,5,2,2,"Yes",4,"Apple",18,8,4,15.4,70,4,30,16,"yes",180,"Summer","Other",168.5,7,9,2025,12.15,"UWI","water"
2025-04-08 12:40:30.183,8,"meise28","Tutorial 3 (C14.201)",2.5,"NW",500,2,"awake","tea","yes",8,"yes",2,2,3,3,"No",4,"Microsoft",18,7,11,16.33,145,4,40,10,"yes",161,"Summer","milk",170,2,8,2025,12.15,"UWI","tea"
2025-04-08 12:40:39.857,5,"holun13","Tutorial 3 (C14.201)",3.1,"NE",237,2,"drowsy","tea","yes",7,"yes",2,9,1,1,"Yes",6,"Microsoft",19,2,5,17,60,3,26,2,"No",200,"Spring","milk",165,4,2,2025,12.15,"UWI","tea"
2025-04-08 12:40:58.291,6,"carlh9","Tutorial 3 (C14.201)",1,"SW",40,4,"tired","water","yes",8,"yes",1,0,2,2,"do_not_mind",6,"Microsoft",18,6,7,17,30,0,41,16,"No",180,"Fall","milk",156,8,7,2025,12.15,"UWI","water"
2025-04-08 12:41:03.282,4,"schar3","Tutorial 3 (C14.201)",2.1,"N",236,2,"tired","tea","yes",8,"yes",2,2,3,3,"do_not_mind",5.5,"Apple",18,6,4,13.5,100,2,44,24,"yes",45,"Summer","milk",167,8,5,2025,12.15,"UWI","tea"
2025-04-08 12:41:05.044,8,"baere8","Tutorial 6 (C40.254)",2,"S",311,1,"energized","water","yes",8,"yes",2,2,2,3,"No",5.5,"Microsoft",14,6,8,14,100,3,50,7,"yes",120,"Summer","milk",163,7,8,2025,12.15,"GESS","water"
2025-04-08 12:41:44.709,4,"marti2","Tutorial 3 (C14.201)",2,"N",573,2,"awake","coffee","yes",8,"yes",1,1,3,4,"No",6.5,"Apple",20,6,6,14.5,62,1,32,31,"yes",250,"Spring","Other",180,2,4,2025,12.15,"UWI","coffee"
2025-04-08 12:41:47.158,8,"mettb20","Tutorial 5 (C40.255)",0.5,"E",350,12,"drowsy","hot_water","no",8,"yes",1,1,3,4,"do_not_mind",7.5,"Apple",20,8,9,15,100,5,60,23,"yes",60,"Spring","sugar_milk",164,3,7,2025,12.15,"GESS","water"
2025-04-08 12:41:51.528,6,"achte38","Tutorial 1 (C12.107)",0.2,"E",153,2,"awake","tea","yes",8,"yes",1,6,2,2,"do_not_mind",6,"Microsoft",21,6,8,15.5,275,8,43,15,"yes",200,"Spring","Other",179,10,6,2025,12.15,"UWI","tea"
2025-04-08 12:41:54.712,8,"sophi16","Tutorial 1 (C12.107)",3,"NW",112,3,"tired","water","yes",9,"yes",2,1,3,4,"do_not_mind",5.5,"Microsoft",19,4,8,17,98,3,61,10,"No",200,"Summer","milk",185,9,8,2025,12.15,"UWI","water"
2025-04-08 12:42:04.451,8,"somme25","Tutorial 5 (C40.255)",2,"NW",48,8,"tired","water","yes",8,"no",0,5,3,3,"Yes",6,"Microsoft",21,6,7,15,60,4,30,15,"No",200,"Spring","Other",180,6,8,2025,12.15,"GESS","water"
2025-04-08 12:42:07.488,5,"amspi13","Tutorial 2 (C7.019)",1,"NE",158,4,"drowsy","tea","yes",6,"yes",1,0,2,4,"Yes",5.5,"Apple",14,5,6,15,112,5,69,12,"No",150,"Summer","milk",161,9,6,2025,12.15,"UWI","tea"
2025-04-08 12:42:10.683,6,"jacqu1","Tutorial 3 (C14.201)",3,"NW",60,3,"drowsy","coffee","yes",7,"yes",1,3,3,3,"No",5,"Apple",10,6,15,12,60,1,40,25,"yes",1000,"Spring","milk",170,5,7,2025,12.15,"UWI","coffee"
2025-04-08 12:42:10.857,8,"baden3","Tutorial 3 (C14.201)",0.4,"NE",108,3,"awake","tea","yes",9,"yes",1,10,2,2,"do_not_mind",7.4,"Apple",18.5,7,5,15.5,180,5,21,16,"yes",200,"Spring","milk",177,6,7,2025,12.15,"UWI","tea"
2025-04-08 12:42:13.088,6,"stein54","Tutorial 6 (C40.254)",6,"NW",800,2,"awake","ice_cold_water","no",6,"yes",2,3,1,1,"do_not_mind",5.7,"Microsoft",18,4,3,16,50,1,60,6,"yes",280,"Spring","milk",169,6,5,2025,12.15,"GESS","water"
2025-04-08 12:42:25.234,9,"stein16","Tutorial 3 (C14.201)",61,"NW",61,6,"awake","water","no",8,"yes",1,2,4,4,"do_not_mind",7,"Apple",22.4,6,3,15.4,140,1,127,22,"yes",250,"Summer","Other",188,7,8,2025,12.15,"UWI","water"
2025-04-08 12:42:31.42,8,"neuen14","Tutorial 3 (C14.201)",2,"S",100,7,"energized","smoothie","yes",7,"yes",2,0,2,3,"Yes",6.7,"Microsoft",19,7,9,15.5,100,5,31,11,"yes",80,"Spring","sugar_milk",168,9,8,2025,12.15,"UWI","other"
2025-04-08 12:42:32.156,8,"det350","Tutorial 2 (C7.019)",5,"N",250,12,"awake","tea","yes",8,"yes",2,7,3,3,"do_not_mind",7,"Microsoft",17,7,5,15,130,4,22,8,"No",90,"Spring","milk",189,5,7,2025,12.15,"UWI","tea"
2025-04-08 12:42:48.223,8,"hollä43","Tutorial 2 (C7.019)",3.7,"NW",219,13,"energized","it_depends","no",6,"yes",1,18,5,4,"Yes",8,"Microsoft",20,7,7,16,12,28,14,12,"yes",300,"Fall","milk",163,3,8,2025,12.15,"UWI","other"
2025-04-08 12:42:49.187,7,"eupen31","Tutorial 5 (C40.255)",0.4,"S",216,10,"awake","hot_chocolate","yes",8,"no",0,0,2,2,"No",6,"Apple",20.1,7,15,13.7,75,2,100,19,"yes",250,"Spring","Other",178,3,8,2025,12.15,"GESS","other"
2025-04-08 12:43:01.623,6,"eidig24","Tutorial 2 (C7.019)",50,"NW",55,12,"tired","water","yes",8,"yes",2,6,1,1,"do_not_mind",5.5,"Microsoft",16,5,6,16,12,4,46,4,"No",150,"Summer","black",162,5,6,2025,12.15,"UWI","water"
2025-04-08 12:43:02.555,8,"bombe5","Tutorial 2 (C7.019)",5,"NE",300,6,"awake","water","yes",8,"yes",3,5,2,3,"do_not_mind",6,"Apple",11,8,5,14,58,1,80,20,"yes",120,"Spring","milk",160,2,8,2025,12.15,"UWI","water"
2025-04-08 12:43:24.394,6,"linde3","Tutorial 2 (C7.019)",3,"SE",10,30,"tired","tea","yes",7,"yes",1,2,2,3,"Yes",4,"Apple",16,5,8,15,30,0,22,16,"yes",200,"Summer","milk",161,7,7,2025,12.15,"UWI","tea"
2025-04-08 12:43:45.633,10,"kölne75","Tutorial 6 (C40.254)",1.7,"N",421,1,"energized","orange_juice","yes",8,"yes",1,2,6,5,"Yes",6,"Apple",16,10,7,15,70,3,50,20,"yes",40,"Summer","sugar_milk",173,6,7,2025,12.15,"GESS","other"
2025-04-08 12:43:57.932,4,"heide14","Tutorial 5 (C40.255)",2,"W",31,3,"awake","coffee","no",8,"yes",1,3,4,5,"do_not_mind",6.4,"Microsoft",21,5,20,15,45,1,40,12,"yes",150,"Spring","milk",172,9,4,2025,12.15,"GESS","coffee"
2025-04-08 12:43:58.1,10,"liesb29","Tutorial 6 (C40.254)",0.2,"NW",255,0,"energized","coffee","yes",7,"yes",1,5,4,4,"No",5,"Apple",15,8,4,5,55,1,20,25,"yes",125,"Spring","black",179,10,10,2025,12.15,"GESS","coffee"
2025-04-08 12:44:00.36,3,"nedum2","Tutorial 4 (C12.013)",5,"SE",6637,0,"tired","nothing","yes",8,"yes",1,3,3,3,"No",5,"Apple",15,3,10,8,11,3,23,6,"No",200,"Fall","Other",165,6,7,2025,12.15,"GESS","other"
2025-04-08 12:44:01.716,7,"jakob14","Tutorial 5 (C40.255)",2.7,"W",714,3,"awake","coffee","yes",9,"yes",1,0,3,3,"Yes",3,"Apple",12,6,11,8,50,2,56,12,"yes",300,"Summer","milk",156,5,7,2025,12.15,"GESS","coffee"
2025-04-08 12:44:04.199,5,"mozar","Tutorial 5 (C40.255)",4,"S",8.402,25,"awake","coffee","no",7,"yes",3,15,6,6,"do_not_mind",6,"Apple",6,5,4,15,86,3,10,21,"yes",350,"Summer","sugar_milk",180,7,3,2025,12.15,"GESS","coffee"
2025-04-08 12:44:07.658,4,"feenr15","Tutorial 6 (C40.254)",53,"NW",50,3,"tired","tea_with_the_salt_of_my_tears_from_waking_up_so_early","no",6,"yes",1,4,3,3,"No",5.5,"Apple",19,3,3,16,73,1,39,9,"yes",250,"Spring","sugar_milk",187,8,4,2025,12.15,"GESS","tea"
2025-04-08 12:44:09.857,3,"gar13","Tutorial 5 (C40.255)",2.7,"NW",75,3,"drowsy","coffee","yes",8,"yes",1,3,3,2,"do_not_mind",6.5,"Neither",19.5,5,5,16,80,3,62,8,"yes",150,"Spring","sugar_milk",173,2,3,2025,12.15,"GESS","coffee"
2025-04-08 12:44:15.437,7,"humbo10","Tutorial 1 (C12.107)",800,"N",60,7,"awake","coffee","yes",7,"yes",1,3,8,8,"No",6.5,"Apple",18,6,6,14,28,0,59,9,"yes",200,"Summer","milk",174,7,8,2025,12.15,"UWI","coffee"
2025-04-08 12:44:19.381,6,"westp14","Tutorial 5 (C40.255)",0.7,"S",12376,2,"energized","apple_juice","no",7,"yes",2,6,3,5,"do_not_mind",5.6,"Microsoft",18,7,6,16,86,2,50,20,"No",200,"Summer","Other",165,3,7,2025,12.15,"GESS","other"
2025-04-08 12:44:24.046,6,"lange8","Tutorial 5 (C40.255)",4,"NE",430,2,"tired","cold_sparkling_water","no",6,"no",0,0,3,3,"No",7,"Apple",18,4,4,15,18,0,82,14,"No",400,"Spring","Other",188,4,7,2025,12.15,"GESS","water"
2025-04-08 12:44:30.49,8,"surre11","Tutorial 5 (C40.255)",2,"NE",13657,4,"awake","coffee","yes",7,"yes",2,20,3,3,"No",5,"Microsoft",17,7,15,13,25,0,10,17,"yes",140,"Summer","sugar",173,4,8,2025,12.15,"GESS","coffee"
2025-04-08 12:44:32.594,5,"frank36","Tutorial 2 (C7.019)",3,"N",47,5,"drowsy","water","yes",6,"yes",3,8,3,3,"Yes",6,"Microsoft",17,6,5,14,42,0,120,13,"No",110,"Spring","sugar_milk",170,5,6,2025,12.15,"UWI","water"
2025-04-08 12:44:50.277,8,"büsin8","Tutorial 2 (C7.019)",11,"N",300,2,"awake","coffee","yes",8,"yes",3,2,4,4,"do_not_mind",6,"Both",20,5,8,14,124,3,36,30,"No",200,"Spring","milk",176,2,8,2025,12.15,"UWI","coffee"
2025-04-08 12:44:53.12,3,"fritz5","Tutorial 5 (C40.255)",3,"SW",372,12,"awake","water","yes",8,"yes",1,4,1,1,"Yes",7,"Apple",17,6,6,14,52,2,65,13,"yes",180,"Fall","Other",181,3,4,2025,12.15,"GESS","water"
2025-04-08 12:45:04.707,9,"oestr42","Tutorial 2 (C7.019)",3.1,"SW",381,2,"awake","coffee","no",7,"yes",1,0,2,2,"do_not_mind",6.5,"Both",20,8,5,15.4,200,9,130,11,"No",350,"Spring","black",185,7,8,2025,12.15,"UWI","coffee"
2025-04-08 12:45:25.251,5,"potsd11","Tutorial 1 (C12.107)",1.4,"N",140,2,"tired","coffee","yes",8,"yes",1,7,1,2,"Yes",5.5,"Apple",19,7,15,15,140,5,74,14,"yes",130,"Spring","milk",168,7,6,2025,12.15,"UWI","coffee"
2025-04-08 12:45:27.887,6,"könig23","Tutorial 2 (C7.019)",3,"E",104,2.5,"tired","coffee","yes",7,"yes",2,6,4,4,"do_not_mind",8,"Apple",26,5,8,20,70,4,145,13,"yes",250,"Spring","milk",165,7,7,2025,12.15,"UWI","coffee"
2025-04-08 12:45:32.422,5,"hesel8","Tutorial 1 (C12.107)",2.5,"NW",70,3.5,"tired","coffee","yes",8,"no",0,4,2,3,"do_not_mind",5,"Both",18,6,11,15,75,1,55,20,"yes",180,"Summer","milk",165,3,7,2025,12.15,"UWI","coffee"
2025-04-08 12:45:35.432,8,"beimf7","Tutorial 2 (C7.019)",2,"N",7805,4,"awake","tee","yes",8,"yes",2,0,2,2,"No",7,"Both",18,6,6,15,90,3,50,13,"yes",100,"Spring","milk",172,9,9,2025,12.15,"UWI","tea"
2025-04-08 12:45:40.915,6,"braue14","Tutorial 2 (C7.019)",0.7,"NE",217,3,"tired","water","no",7,"yes",1,0,4,4,"Yes",5,"Apple",18,6,15,14,190,5,71,19,"yes",300,"Summer","sugar_milk",178,3,7,2025,12.15,"UWI","water"
2025-04-08 12:45:41.77,5,"sonne9","Tutorial 5 (C40.255)",3,"N",64.9,3,"drowsy","coffee","yes",8,"yes",1,2,2,2,"No",7,"Microsoft",21,3,4,16.5,34,0,71,10,"yes",250,"Fall","milk",187,4,7,2025,12.15,"GESS","coffee"
2025-04-08 12:45:42.529,8,"esche4a","Tutorial 2 (C7.019)",47,"NW",272,3,"drowsy","coffee","yes",8,"yes",1,3,2,3,"do_not_mind",6.5,"Microsoft",20,7,6,10.16,112,2,83,6,"yes",280,"Fall","black",192,4,8,2025,12.15,"UWI","coffee"
2025-04-08 12:45:48.626,3,"hoppe28","Tutorial 2 (C7.019)",2,"E",483,1,"drowsy","coffee","yes",8,"yes",1,0,5,5,"Yes",5,"Both",10,3,17,10,65,2,87,18,"yes",180,"Spring","milk",183,6,4,2025,12.15,"UWI","coffee"
2025-04-08 12:45:49.68,6,"baumk15","Tutorial 4 (C12.013)",3,"NE",80,4,"awake","matcha","yes",8,"yes",4,2,4,4,"No",3,"Both",12,7,6,8,80,3,18,12,"yes",150,"Fall","milk",161,5,6,2025,12.15,"GESS","tea"
2025-04-08 12:46:06.241,8,"ambro79","Tutorial 2 (C7.019)",0.5,"N",225,4,"awake","coffee","yes",8,"yes",1,1,2,3,"do_not_mind",5,"Microsoft",17,6,9,21,140,6,25,9,"yes",350,"Summer","milk",182,5,7,2025,12.15,"UWI","coffee"
2025-04-08 12:46:06.397,6,"stein65","Tutorial 5 (C40.255)",0.2,"SE",65,20,"awake","coffee","yes",8,"yes",1,3,2,2,"Yes",7,"Apple",21,6,9,16.31,55,1,125,18,"yes",200,"Summer","milk",184,8,6,2025,12.15,"GESS","coffee"
